commentView,commentScore,commentTitle,commentName
很好看！,"000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                         00000000000                                                                             00000000000                     
                          000000000                                                                                  00000000                          
                         00000000000                                                                             00000000000                       
                          000000000                                                                                  00000000                             
                                                                                                                                                                          
                                                                                                                                                                      
                                                                                                                                                                   

                                                                       0000000000000                                                                        
                                                                         00000000000                                                                   
                                                                           000000000                                                                     
                                                                             0000000                                                                      
                                                                               00000
                                                                                 000        
                                                                                   0



                                                          0                                                   0
                                                            0                                               0                                                                   
                                                                 0                                    0
                                                                        0                       0                                                      
                                                                               0          0 
                                                                                      0",微生安民I,10
有点乱,不知道是原著问题，还是演员问题，这个八爷太嘴碎了，算卦的应持重吧。像个话唠一样，本事没有，废话多多。其次服装太过华丽，年代感很奇怪，特别是二爷穿的前两集的服装。另外广电总局都说不要有这种无厘头的神剧剧情出现，唉，真是无语了，新旧演员都无所谓的，演技差点也凑合，这狗血的有点乱啊，期待后面的剧情有所改善,134****6211_m1059,6
什么东西剧情,"我想知道剧情是什么鬼？好好的一部小说被拍成这个鸟样，简直是垃圾。追到现在，还没看懂这部电视的表达中心是什么。所以现在拍电视演员长得帅长美之外，剧情就是不重要了吗？MDZZ。毁原作的ZZ。现在导演就是脑*,还拍什么电视剧，回家种田去。60多亿收视率？这里面有多少水份。噗，不想吐槽了，累~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",送n1旳独白_qq1566,2
超级喜欢老九门,这部电视剧无论是盗墓还是情感剧我都特别喜欢，每一个人的演出都特别精彩超级无敌喜欢，特别喜欢佛爷和二爷，每一个人的表演都特别精彩，太喜欢了只可惜更新的太慢了这部电视剧无论是盗墓还是情感剧我都特别喜欢，每一个人的演出都特别精彩超级无敌喜欢，特别喜欢佛爷和二爷，每一个人的表演都特别精彩，太喜欢了只可惜更新的太慢了这部电视剧无论是盗墓还是情感剧我都特别喜欢，每一个人的演出都特别精彩超级无敌喜欢，特别喜欢佛爷和二爷，每一个人的表演都特别精彩，太喜欢了只可惜更新的太慢了,大姐姐可爱,10
张大佛爷不负我望,"陈伟霆演出了我心中的张大佛爷，走路自带龙卷风！眼睛里有戏，狠绝犀利，冷静淡定，温柔宠溺都是眼神戏。打戏亲身上一镜到底！他的舞蹈功底用在打戏上看起来如行云流水, 好看！拔指甲那段的疼痛看的我起一身冷汗，孙俪演生孩子也不过如此。除了打戏时出来的bgm略跳戏，尼玛水兵月变身啊！其他目前来看张大佛爷的表现给10分！",伊呀饭饱饱,10
写个吸引人的标题吧,妈呀三胖这坑挖了这么多年终于舍得填了！这次对他选的男主满意，陈伟霆演技真好，当然帅也是很重要的！陈伟霆演技真的不错哎！加上造型加分，分分钟就要转粉了，谁来告诉我这还是《我是歌手》那个酷炫吊炸天的陈伟霆吗？哦是，张大佛爷也酷炫吊炸天，只是方式不一样。反差太强烈，我去深入了解下。男主气场好强，一出场就压住全场，自动聚焦。我心里的军官就是这样的！,可惜我不是周杰伦,10
又加半个月的回炉，竟然就让我看了这个……,"对老九门真心是很期待的，而且大佛爷是我真爱的等等，而且还有赵丽颖，看着剧照和预告，很愉快觉得毁不了。但是昨天看了之后，我只能说，肯定比盗笔要好的多，也用心了很多，可是离我心中的期望却……大佛爷的确好帅好帅（好吧，我就是个颜狗！）但是剧情……感觉有些拖沓，虽然老九门不是感情戏为主的，但是我们的新月小姐六集了还不出来是闹哪样嘛……不过为了大佛爷的颜我忍了！
可是二爷唱戏的时候，戏词和嘴型不对，我就不能忍了呀，后期你能站出来嘛，我保证不打死你！
另外很多幕戏感觉上下衔接都流畅，而且感觉剪掉了不少东西，比如第六集……佛爷是( ⊙o⊙ )咋中毒的，中的啥毒，指甲里明显长了头发嘛！可是为啥不拍特写呢？我想剧组肯定是拍了特写的，但是估计那半个月的回炉给减掉了，为啥会剪（明摆着嘛，广妈不让呗！）最明显的就是二爷说自己的舅老爷的那一段，预告里舅老爷有一个非常明显的指甲里长着头发的特写，结果到了第六集里却硬生生地剪掉了，哎……
不过看到第五集我稍微有些感觉了，另外那个女日本，能再丑一点吗？找个演技好点的成吗……
剧情还凑合，为了我心中的老九门，另外场景搞得好不错，给两个星吧。
剩下两个星，是为了我家大佛爷和新月小姐。
我还是得吐槽一句——三叔你说你不写小说去搞编剧，但你不能跟写小说一样啊，一章一个故事的，电视剧那一集里面是应该有很多内容的，不然会觉得空洞的呀！
最后为了我家大佛爷和新月小姐，我必然还是会追下去的，不错我就是个颜狗！",Akuma凛,8
。。。。。。,。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,清风明月妖娆为你,10
剧情太拖沓，盗墓环节一点都不如盗墓笔记那么吸引人。,老九门45分钟的剧情，10分钟就快进完了，这剧情得有多拖沓。盗墓笔记你快进一个试试，生怕错过了某个环节，这就是差距，2分算客观评价。老九门45分钟的剧情，10分钟就快进完了，这剧情得有多拖沓。盗墓笔记你快进一个试试，生怕错过了某个环节，这就是差距，2分算客观评价。老九门45分钟的剧情，10分钟就快进完了，这剧情得有多拖沓。盗墓笔记你快进一个试试，生怕错过了某个环节，这就是差距，2分算客观评价。老九门45分钟的剧情，10分钟就快进完了，这剧情得有多拖沓。盗墓笔记你快进一个试试，生怕错过了某个环节，这就是差距，2分算客观评价。,186****0395_m1548,2
太好看了, 太好看了，，之前一直期待老九门，，果然没失望伟霆穿军装·的样子·简直帅爆了好吗!!!!!但需要会员，，，，，，，，，，，好桑心，，支持，，支持，，希望伟霆可以多演电视剧，，，，穿上军装不仅威武还霸气，虽然没看过小说，但看到这电视就满足了，只可惜更新有点慢，，每周一周二，，，太少了，但也明白——心急吃不了热豆腐，非常好看，，力挺哦，，加油,威廉1121,10
剧情有点粗糙，拖拉。全剧全靠演员号召力,看到第五集了，整体来说，演员虽然有点号召力但是在演技上差的底蕴不是一点，人物塑造有待加强，毕竟新演员，值得鼓励，老戏骨也是一步一步来的。然后这种剧其实偏向成熟性有点阅历的演员。然后就是制作，特效有点差，看起来太玄了，就是大家说的那种5毛变成一块，有进步但是不大。还在看希望不是太让人失望。目前看来不是很满意,158****5540_m1635,6
这大概并不是我期待的九门，但三叔，谢谢你。,"看在是九门的份上勉强给个八分吧，片尾曲《典狱司》的CP是我萌的启红，更何况还是老妖唱的也给加分。但是前几集下来真材实料的剧情着实没有多少，我一直满心期待了那么久的二爷，但是张艺兴台上戏的时候，眼神里没有我想看到的二爷的影子，可以说没有一点二爷该有的戏，佛爷的颜值确实不错。
三叔老了啊，看到片尾的一瞬间，有些心疼呢。",凯凯你是我男神_qq1472,8
刚看睡着了。清醒了下认真看了一遍,刚看睡着了。清醒了下认真看了一遍，不知道咋说了。也许脑残粉们要说：”你行你上啊“。。我承认我是没那能力去拍电视的~~但作为观众还是得说说这剧。台词念的平平淡淡，演员也就靠脸了。带个防毒面具都得露脸，无力吐槽！特效什么的。没发现。。。打架就是慢动作的快进效果。。特别是那个。张启山和 二月红的 推手。。哦哦超级精彩的哦。还有音乐哦 ~_~  人设方面。。请问下原著党们，8爷设定的是算命的呢，还是 逗逼的呢。。。。,月下肚子饿,2
